student_id,attendance_percentage,assessment_score,assignment_completion_rate,login_frequency,study_hours,activity_count,communication_score,course_progress_percentage,forum_participation,video_completion_rate,peer_interaction_score,risk_category
STU0817,76.81,73.68,96.41,1.0,6.93,20,57.12,24.05,7,100.0,82.84,Low Risk
STU0818,88.01,71.64,52.51,2.15,8.33,22,67.05,48.18,24,78.52,71.61,Medium Risk
STU0819,73.48,72.09,82.55,13.98,9.94,19,30.18,70.33,0,60.57,89.04,Medium Risk
STU0820,91.18,30.3,64.41,9.65,9.07,37,82.8,72.12,17,50.44,78.2,Medium Risk
STU0821,62.69,59.98,66.83,29.94,9.52,10,86.49,32.21,1,51.89,46.94,High Risk
STU0822,97.37,80.21,66.32,28.67,13.37,19,39.1,90.49,4,55.83,56.33,Low Risk
STU0823,100.0,64.12,53.09,7.06,9.06,4,59.26,83.15,0,100.0,37.63,Medium Risk
STU0824,65.47,39.71,69.72,18.46,5.4,23,69.13,75.6,7,100.0,50.39,Medium Risk
STU0825,63.98,64.06,68.75,19.99,11.53,8,43.0,94.85,24,84.42,56.24,Low Risk
STU0826,98.16,95.67,74.82,9.22,2.54,17,65.6,74.95,14,46.87,53.3,Low Risk
STU0827,100.0,87.44,71.69,2.04,3.67,16,58.59,74.87,2,87.65,81.85,Low Risk
STU0828,62.59,63.88,85.96,13.9,9.34,22,22.71,99.27,20,62.75,48.4,Low Risk
STU0829,64.44,82.13,88.47,12.62,10.07,14,65.1,89.23,21,20.63,36.36,Low Risk
STU0830,66.93,58.4,48.99,10.51,3.02,14,30.8,46.49,12,74.32,37.61,High Risk
STU0831,47.8,34.33,87.38,17.54,6.47,34,75.66,78.93,28,49.48,68.1,Medium Risk
STU0832,55.46,48.36,46.27,7.99,5.58,22,40.23,50.39,18,50.22,26.94,High Risk
STU0833,53.93,93.13,81.76,4.78,6.05,14,51.45,76.09,17,62.49,50.98,Medium Risk
STU0834,58.18,60.07,82.39,14.87,11.77,17,85.19,75.49,5,57.04,81.55,Medium Risk
STU0835,71.38,60.62,31.77,17.09,10.83,36,65.92,34.56,17,67.25,60.85,High Risk
STU0836,76.22,59.6,71.86,4.59,7.92,17,31.25,62.32,13,66.19,53.51,High Risk
STU0837,99.91,99.27,60.63,21.42,5.82,13,32.67,70.84,16,26.73,54.28,Low Risk
STU0838,54.03,94.27,54.82,1.0,2.6,13,41.82,55.4,6,100.0,34.41,High Risk
STU0839,89.72,100.0,97.02,9.38,13.68,14,63.68,71.92,13,46.37,37.86,Low Risk
STU0840,68.15,62.14,56.93,11.94,10.37,14,62.88,82.73,5,47.05,51.1,High Risk
STU0841,71.11,70.32,53.87,8.91,5.17,7,36.45,64.33,0,60.77,60.43,High Risk
STU0842,84.15,37.7,71.51,9.48,10.88,8,29.32,69.94,19,65.62,73.96,High Risk
STU0843,51.79,91.58,83.71,28.97,7.72,11,61.19,95.44,0,100.0,56.85,Low Risk
STU0844,78.88,43.98,67.17,7.19,6.85,25,51.0,75.41,12,73.93,82.06,Medium Risk
STU0845,75.0,68.9,93.33,33.53,9.74,16,100.0,69.42,14,80.46,87.1,Low Risk
STU0846,80.86,45.25,80.62,17.5,5.03,17,55.81,43.92,14,74.04,70.91,Medium Risk
STU0847,77.21,54.4,26.44,14.74,6.62,32,94.91,79.76,9,73.09,79.5,High Risk
STU0848,100.0,49.93,59.41,17.81,8.49,32,29.25,72.26,14,74.81,35.19,Low Risk
STU0849,60.52,54.06,58.76,34.24,6.0,17,20.39,93.24,15,25.48,32.02,High Risk
STU0850,62.44,55.3,79.59,6.05,10.68,13,30.36,66.03,17,62.5,65.36,High Risk
STU0851,60.78,55.13,17.5,5.04,15.48,11,81.16,25.04,25,93.57,28.18,High Risk
STU0852,62.0,80.0,100.0,7.96,4.98,26,93.63,27.6,13,100.0,49.19,Low Risk
STU0853,60.53,45.11,80.62,14.26,1.34,17,37.79,81.18,12,41.51,70.42,High Risk
STU0854,93.4,68.97,72.98,1.0,0.5,16,44.87,52.46,4,77.31,83.27,Medium Risk
STU0855,97.57,86.92,93.63,14.18,7.4,11,29.28,74.61,15,55.44,49.92,Low Risk
STU0856,61.73,55.76,100.0,27.55,5.35,12,15.14,67.51,17,100.0,42.0,Low Risk
STU0857,57.02,52.08,87.41,15.21,8.83,23,70.81,61.33,10,38.22,61.41,High Risk
STU0858,80.49,60.85,88.98,11.66,8.53,6,59.91,62.88,16,81.75,33.53,Low Risk
STU0859,62.06,86.24,72.61,9.05,1.59,29,55.23,45.96,9,37.04,51.53,Medium Risk
STU0860,83.39,68.49,67.17,21.19,0.74,14,24.2,64.65,17,60.99,54.84,Medium Risk
STU0861,75.65,55.44,60.48,7.39,9.18,18,91.08,52.14,19,67.25,54.44,Medium Risk
STU0862,44.72,73.71,53.48,28.77,8.54,6,43.93,56.81,19,91.53,56.77,High Risk
STU0863,99.86,45.16,56.26,29.47,6.3,19,66.74,57.88,12,44.3,38.31,Medium Risk
STU0864,100.0,77.26,42.99,16.05,1.37,16,23.0,60.01,3,82.59,40.46,Medium Risk
STU0865,60.97,72.35,68.48,13.91,9.89,19,50.81,85.29,7,68.41,40.06,Medium Risk
STU0866,65.02,59.46,36.31,22.25,13.09,34,61.41,62.14,16,74.0,22.6,High Risk
STU0867,77.15,49.91,73.82,22.76,9.11,21,62.2,87.52,31,89.08,61.84,Low Risk
STU0868,78.02,49.04,69.27,7.55,4.61,12,58.4,98.83,9,39.78,72.89,High Risk
STU0869,83.85,74.63,72.94,9.79,8.18,12,65.88,83.81,15,85.83,70.93,Low Risk
STU0870,100.0,87.12,59.56,3.42,2.54,25,30.13,76.76,7,55.48,49.75,Low Risk
STU0871,68.81,53.53,100.0,17.27,12.23,32,59.34,72.19,4,92.11,38.78,Low Risk
STU0872,57.63,73.25,97.2,19.33,8.33,22,57.5,84.04,6,75.36,69.89,Low Risk
STU0873,47.17,27.43,45.11,3.2,0.93,26,60.1,66.97,0,63.39,67.78,High Risk
STU0874,58.84,54.48,74.66,10.36,6.8,26,56.59,86.66,22,55.02,59.35,Medium Risk
STU0875,71.4,64.44,57.84,3.22,9.85,34,26.99,78.51,0,86.11,89.89,High Risk
STU0876,100.0,48.63,49.71,6.81,6.67,1,26.01,57.08,9,95.74,54.47,High Risk
STU0877,62.68,48.14,43.2,18.41,6.9,26,6.29,84.71,2,56.28,49.86,High Risk
STU0878,76.03,52.98,78.64,8.13,3.1,29,72.99,67.01,4,43.07,47.0,Medium Risk
STU0879,71.7,70.26,56.37,11.59,10.27,6,73.21,62.67,23,83.27,23.78,Medium Risk
STU0880,93.39,61.63,89.36,1.0,5.41,11,73.56,54.52,13,36.13,68.23,Medium Risk
STU0881,100.0,24.71,89.88,15.5,0.5,11,61.75,68.65,4,39.28,52.89,Medium Risk
STU0882,62.44,26.83,97.48,13.65,6.51,12,8.07,86.92,7,44.62,65.2,High Risk
STU0883,63.19,54.08,52.95,8.17,11.92,15,32.41,84.56,5,58.86,91.84,High Risk
STU0884,90.79,73.24,79.51,12.49,6.45,22,58.75,72.77,11,38.6,47.18,Low Risk
STU0885,84.27,15.54,82.65,15.44,14.95,28,57.98,78.19,13,25.35,8.24,High Risk
STU0886,100.0,56.0,60.52,7.48,9.72,30,50.1,92.98,27,43.02,64.62,Low Risk
STU0887,82.51,55.53,54.56,2.19,9.36,11,63.12,61.7,0,82.13,58.34,High Risk
STU0888,65.53,89.99,100.0,28.44,7.49,11,55.26,40.46,11,40.03,40.35,Low Risk
STU0889,82.63,58.07,74.55,8.93,7.73,33,57.66,93.62,9,60.51,62.95,Low Risk
STU0890,91.96,71.89,82.72,13.23,6.95,26,40.94,53.34,19,100.0,70.72,Low Risk
STU0891,86.77,67.54,53.56,22.09,6.79,20,76.6,49.81,14,66.92,36.07,Medium Risk
STU0892,81.13,26.65,45.61,40.0,10.12,24,45.52,25.48,16,75.54,48.97,High Risk
STU0893,91.2,78.83,58.61,4.04,4.26,19,25.73,77.57,14,47.19,84.54,Medium Risk
STU0894,93.05,68.88,67.52,17.6,3.7,25,38.04,29.33,4,100.0,40.57,Medium Risk
STU0895,96.88,74.15,48.72,8.34,3.51,16,47.33,48.49,21,56.09,56.33,Medium Risk
STU0896,83.68,100.0,69.8,9.69,16.18,22,76.87,77.94,18,62.98,2.51,Low Risk
STU0897,68.99,27.49,36.23,8.24,10.12,4,54.07,80.88,19,96.98,25.36,High Risk
STU0898,74.64,96.04,47.6,4.99,9.22,13,50.9,50.66,22,64.0,58.15,Medium Risk
STU0899,93.72,59.83,83.42,13.67,3.77,13,27.53,62.05,15,69.05,79.56,Low Risk
STU0900,57.3,70.17,82.08,2.2,10.49,16,72.28,45.8,23,61.8,27.76,Medium Risk
STU0901,78.64,64.18,62.16,21.57,7.53,10,40.66,52.94,15,61.95,56.49,Medium Risk
STU0902,64.92,57.36,49.64,14.44,8.86,14,52.8,70.86,10,76.15,47.49,High Risk
STU0903,72.52,54.74,49.45,17.38,4.09,4,87.56,53.96,11,80.16,74.06,High Risk
STU0904,95.01,70.93,62.53,10.27,8.64,25,66.19,59.63,11,53.85,30.64,Low Risk
STU0905,75.44,37.69,82.89,11.06,6.3,19,19.18,32.78,7,51.15,63.6,High Risk
STU0906,72.84,78.51,88.56,16.3,4.94,2,16.07,89.93,25,54.6,41.93,Low Risk
STU0907,47.52,57.51,60.07,4.69,10.94,11,53.59,76.22,14,37.17,59.46,High Risk
STU0908,85.43,44.66,46.93,11.14,1.85,23,28.32,82.44,12,33.01,56.38,High Risk
STU0909,83.62,56.9,75.36,7.12,10.26,14,69.27,93.39,15,74.54,49.96,Low Risk
STU0910,100.0,87.63,53.53,6.88,10.74,13,55.93,46.85,35,88.65,64.56,Low Risk
STU0911,66.46,55.36,59.63,1.0,4.48,19,58.64,57.12,2,87.16,55.87,High Risk
STU0912,75.94,71.45,96.51,24.71,4.72,23,39.45,23.31,5,15.6,52.34,Medium Risk
STU0913,76.49,51.84,86.54,8.51,7.11,5,93.31,100.0,0,62.61,47.87,Medium Risk
STU0914,100.0,78.64,73.16,23.31,9.13,25,100.0,61.71,10,43.75,56.55,Low Risk
STU0915,70.28,77.34,44.56,22.55,7.39,11,48.87,87.85,13,71.16,59.44,Medium Risk
STU0916,77.02,98.27,74.23,3.71,9.73,19,62.77,37.76,8,58.81,35.22,Low Risk
STU0917,82.94,61.84,91.25,5.29,15.05,19,57.14,86.92,7,81.02,48.01,Low Risk
STU0918,75.36,77.04,62.49,34.48,5.97,14,49.29,100.0,13,67.58,33.9,Low Risk
STU0919,63.96,66.77,97.02,28.01,1.14,9,36.69,63.67,7,26.29,54.2,Medium Risk
STU0920,75.49,88.33,95.85,13.75,11.3,17,31.13,42.76,14,46.72,43.15,Low Risk
STU0921,91.33,52.06,100.0,16.06,14.73,36,30.02,61.95,20,68.13,70.42,Low Risk
STU0922,53.52,78.41,76.1,8.95,9.57,6,63.92,16.01,17,69.98,68.45,High Risk
STU0923,74.39,61.5,81.75,17.46,3.65,36,43.57,64.17,19,37.08,36.55,Medium Risk
STU0924,59.4,63.84,98.28,8.26,7.5,17,0.0,83.06,20,34.2,54.95,Medium Risk
STU0925,93.51,66.65,78.95,1.0,3.53,20,64.79,64.21,14,69.24,67.77,Low Risk
STU0926,44.58,69.54,59.98,3.43,10.57,9,54.16,58.75,10,37.12,51.49,High Risk
STU0927,61.94,62.91,61.03,14.17,2.59,12,84.63,76.61,5,31.29,40.44,High Risk
STU0928,78.79,68.86,74.77,4.95,6.8,14,63.21,78.29,8,58.21,33.15,Medium Risk
STU0929,100.0,93.41,44.19,13.46,3.98,9,22.47,28.48,7,57.25,72.09,Medium Risk
STU0930,70.82,82.74,67.13,5.4,8.51,17,5.95,66.95,17,48.68,73.05,Medium Risk
STU0931,62.01,80.64,91.93,7.74,6.53,15,39.17,100.0,14,52.52,50.84,Low Risk
STU0932,100.0,56.8,26.17,20.83,8.71,38,41.25,35.63,17,68.3,70.32,Medium Risk
STU0933,45.94,48.99,100.0,15.98,8.09,8,75.75,63.12,2,52.16,0.0,High Risk
STU0934,32.42,82.2,92.45,13.92,4.05,21,54.8,100.0,23,69.56,81.55,Low Risk
STU0935,79.92,80.77,60.8,21.03,10.51,22,79.94,89.29,8,59.63,51.86,Low Risk
STU0936,62.96,91.51,80.87,17.84,7.8,9,25.85,53.71,3,71.69,57.84,Medium Risk
STU0937,53.62,54.13,70.06,25.57,4.05,26,76.24,69.53,8,87.32,48.59,Medium Risk
STU0938,84.75,60.87,94.6,10.32,16.96,16,70.86,64.95,31,86.46,82.91,Low Risk
STU0939,76.39,35.49,89.65,10.56,9.91,1,10.6,48.54,8,96.34,33.79,High Risk
STU0940,61.85,57.94,42.0,3.59,7.39,26,84.1,63.37,9,86.44,84.49,High Risk
STU0941,48.95,82.94,81.75,10.57,13.66,8,57.06,58.84,10,73.25,62.93,Medium Risk
STU0942,87.7,56.6,65.89,21.72,15.37,9,63.62,67.48,10,58.46,67.45,Medium Risk
STU0943,83.7,76.53,71.66,24.4,7.42,26,35.97,48.54,5,59.47,48.42,Low Risk
STU0944,70.21,61.57,55.44,21.68,9.39,16,83.06,36.91,13,48.69,28.84,High Risk
STU0945,100.0,70.83,100.0,1.0,4.05,29,28.91,64.09,20,68.1,73.61,Low Risk
STU0946,52.74,44.34,90.8,22.67,7.41,32,73.31,100.0,14,83.34,61.23,Low Risk
STU0947,44.54,66.53,55.2,1.0,7.2,13,73.05,66.81,3,52.04,82.23,High Risk
STU0948,59.55,11.16,43.31,21.18,8.74,27,33.57,57.7,9,67.18,51.12,High Risk
STU0949,71.18,61.64,62.29,11.06,9.33,12,98.63,81.59,7,53.1,46.62,Medium Risk
STU0950,76.38,35.65,78.69,19.62,10.24,42,60.09,61.52,12,72.61,82.76,Medium Risk
STU0951,67.66,86.71,74.8,3.34,8.95,13,69.39,100.0,22,55.91,93.24,Low Risk
STU0952,78.34,78.99,95.06,23.37,3.16,30,21.4,64.91,10,51.73,55.19,Low Risk
STU0953,49.47,73.4,85.8,2.28,4.25,28,100.0,80.41,11,53.04,39.94,Medium Risk
STU0954,97.99,92.38,89.39,8.65,5.81,23,28.06,48.4,26,79.07,71.21,Low Risk
STU0955,70.52,47.92,76.54,6.02,6.87,13,77.55,76.07,19,65.87,49.92,Medium Risk
STU0956,92.11,96.45,42.21,1.0,12.2,18,33.12,71.05,16,58.57,66.99,Medium Risk
STU0957,78.17,81.78,66.09,14.76,3.35,1,41.38,63.76,27,73.75,49.81,Medium Risk
STU0958,80.22,60.74,91.2,28.45,6.57,22,72.35,53.96,15,58.88,86.28,Low Risk
STU0959,82.26,85.44,68.97,35.34,11.81,23,77.61,50.96,0,92.78,41.01,Low Risk
STU0960,80.06,45.09,80.06,14.78,6.8,21,27.03,71.21,18,46.57,64.61,Medium Risk
STU0961,83.57,50.16,63.63,22.93,9.84,1,78.99,78.84,0,63.89,45.23,Medium Risk
STU0962,95.92,54.05,49.4,15.86,7.44,7,77.99,62.2,15,37.1,49.37,Medium Risk
STU0963,75.54,55.48,67.53,17.99,9.03,12,34.37,71.32,0,60.37,46.76,High Risk
STU0964,84.76,45.98,76.18,11.26,7.09,22,90.17,64.17,8,31.05,69.77,Medium Risk
STU0965,70.38,87.02,56.89,15.56,10.67,22,22.95,67.17,9,84.42,73.37,Medium Risk
STU0966,97.92,60.34,65.29,18.3,1.82,18,41.26,60.59,5,84.86,66.15,Medium Risk
STU0967,59.82,71.35,51.21,9.37,6.55,26,65.54,65.4,9,85.25,52.84,High Risk
STU0968,100.0,54.73,92.38,13.38,9.19,9,36.22,100.0,20,68.64,57.8,Low Risk
STU0969,71.28,32.23,64.11,13.53,10.13,26,60.8,71.86,6,48.64,72.95,High Risk
STU0970,46.25,69.86,99.06,20.61,13.97,24,60.3,79.2,16,50.39,73.59,Low Risk
STU0971,74.31,30.58,100.0,5.47,6.44,23,50.88,74.64,4,100.0,1.19,Medium Risk
STU0972,59.74,63.76,68.38,13.59,13.92,18,73.31,59.22,10,99.58,49.56,Medium Risk
STU0973,87.13,40.37,49.83,29.3,5.36,38,49.98,93.47,14,70.7,50.51,Medium Risk
STU0974,60.25,100.0,28.28,23.31,13.31,24,60.09,58.59,4,56.66,68.39,Medium Risk
STU0975,63.97,81.4,40.56,24.79,11.27,10,80.22,88.21,1,98.11,53.66,Medium Risk
STU0976,37.99,66.9,42.52,14.2,4.35,22,72.4,57.65,15,52.72,69.38,High Risk
STU0977,63.86,87.75,97.57,16.57,9.23,27,72.29,43.88,20,73.03,33.43,Low Risk
STU0978,28.37,49.77,72.32,22.02,7.8,14,29.72,73.04,11,97.74,60.2,High Risk
STU0979,43.49,74.78,77.79,26.48,10.5,30,66.55,40.7,8,49.6,73.0,Medium Risk
STU0980,85.69,68.6,25.59,1.0,7.11,23,35.67,76.78,13,86.24,25.51,High Risk
STU0981,86.14,69.75,46.04,3.48,6.77,1,26.81,38.73,12,79.45,100.0,High Risk
STU0982,79.66,87.9,87.74,24.48,13.48,22,53.42,57.98,13,67.13,78.82,Low Risk
STU0983,54.59,78.18,75.74,11.78,7.61,15,35.11,33.5,0,46.14,55.03,High Risk
STU0984,71.14,70.2,67.06,8.63,11.31,25,72.39,100.0,3,52.06,38.43,Medium Risk
STU0985,71.94,35.21,81.3,3.97,7.1,29,72.92,28.61,5,74.37,51.5,High Risk
STU0986,51.15,47.72,100.0,9.56,14.67,21,13.14,65.22,13,36.69,56.68,High Risk
STU0987,99.06,62.79,65.58,2.78,5.29,36,36.78,90.15,13,70.88,63.81,Low Risk
STU0988,87.79,66.68,71.39,30.73,5.54,18,22.88,87.8,17,79.9,85.01,Low Risk
STU0989,68.02,44.66,73.85,13.82,14.1,26,44.82,83.73,14,89.67,45.48,Medium Risk
STU0990,72.48,100.0,100.0,13.54,6.22,28,65.01,58.02,1,37.24,66.25,Low Risk
STU0991,75.75,92.3,28.01,18.7,14.4,19,49.67,94.72,23,96.96,29.15,Low Risk
STU0992,35.25,75.84,83.66,21.7,11.57,27,42.03,85.09,22,100.0,46.73,Low Risk
STU0993,67.55,66.3,67.7,21.57,7.38,14,83.6,69.67,1,77.02,62.53,Medium Risk
STU0994,59.72,61.18,81.34,22.59,0.75,15,4.29,70.29,14,45.16,68.83,High Risk
STU0995,53.97,47.87,56.85,8.95,7.92,6,82.21,58.31,7,60.78,39.94,High Risk
STU0996,66.94,66.39,69.02,11.62,8.41,22,43.03,44.99,13,66.95,46.18,High Risk
STU0997,100.0,69.64,84.23,20.15,12.67,23,53.28,92.22,20,73.95,84.21,Low Risk
STU0998,83.54,42.65,100.0,9.78,14.35,31,43.4,93.87,29,68.48,78.24,Low Risk
STU0999,61.72,71.02,86.16,13.96,5.26,27,88.94,45.55,18,74.19,59.17,Low Risk
STU1000,82.31,62.21,53.04,17.19,11.2,17,27.92,61.62,14,66.0,10.27,Medium Risk
STU1001,97.19,30.66,61.52,20.28,11.06,8,55.26,61.84,9,73.83,100.0,Medium Risk
STU1002,88.64,49.51,60.93,1.0,12.29,24,66.6,64.28,13,57.87,54.6,Medium Risk
STU1003,73.07,57.56,34.09,19.72,9.99,31,19.56,66.41,22,60.56,48.75,High Risk
STU1004,60.36,98.98,63.4,12.13,0.5,27,34.76,85.83,11,55.33,44.55,Medium Risk
STU1005,84.57,75.02,84.66,19.66,7.38,30,51.74,48.56,4,100.0,62.53,Low Risk
STU1006,79.08,40.96,44.52,20.22,3.38,17,35.49,46.38,0,100.0,62.73,High Risk
STU1007,88.11,73.75,90.97,26.86,7.19,15,37.06,92.21,16,80.22,74.01,Low Risk
STU1008,83.43,37.15,79.76,24.83,11.92,12,47.3,54.82,13,97.16,36.48,Medium Risk
STU1009,90.89,84.49,55.32,24.77,9.22,19,69.29,37.21,6,85.57,48.75,Low Risk
STU1010,62.37,56.52,67.17,25.55,12.59,19,47.46,54.33,20,71.99,95.61,Medium Risk
STU1011,95.71,63.31,100.0,16.33,9.37,22,78.73,57.74,8,34.88,59.49,Low Risk
STU1012,75.56,88.86,84.67,14.26,2.81,18,33.05,99.21,10,62.23,51.55,Low Risk
STU1013,100.0,41.83,70.18,20.98,0.5,18,27.46,85.35,11,60.63,36.17,Medium Risk
STU1014,59.59,39.85,65.25,19.86,8.6,12,97.38,90.25,9,43.07,65.12,High Risk
STU1015,100.0,54.5,71.53,11.53,7.14,29,40.52,83.04,13,35.3,75.62,Medium Risk
STU1016,75.56,83.69,59.76,17.24,4.09,20,26.16,85.82,21,78.84,72.49,Low Risk
STU1017,60.27,37.65,27.91,13.72,1.2,18,16.67,49.86,2,75.14,49.82,High Risk
STU1018,63.29,14.02,100.0,7.17,5.06,12,78.65,60.63,15,42.32,62.23,High Risk
STU1019,66.23,56.88,73.11,24.32,7.22,6,47.49,43.22,13,51.59,88.43,High Risk
STU1020,79.63,74.93,77.96,14.44,10.66,33,49.42,60.37,13,93.55,76.42,Low Risk
STU1021,81.41,86.6,68.84,30.39,8.75,25,51.5,80.05,18,48.69,39.32,Low Risk
STU1022,61.67,56.66,55.3,1.0,14.43,3,77.28,67.96,12,71.76,4.08,High Risk
STU1023,71.56,57.59,66.28,9.55,3.86,27,51.05,93.85,15,63.82,60.94,Medium Risk
STU1024,100.0,85.77,38.01,14.26,11.52,29,100.0,39.89,17,79.14,70.97,Low Risk
STU1025,100.0,31.34,100.0,23.1,8.19,21,57.94,76.01,7,49.17,33.22,Low Risk
STU1026,79.85,58.01,45.31,17.2,10.78,35,78.36,37.54,14,69.98,54.82,Medium Risk
STU1027,72.68,68.43,49.36,16.48,6.25,22,72.72,67.07,9,71.71,49.73,Medium Risk
STU1028,74.16,73.09,61.19,4.98,12.29,5,54.2,81.29,10,73.06,57.09,Medium Risk
STU1029,83.04,55.82,95.76,4.74,9.18,23,42.09,60.28,9,69.74,44.11,Low Risk
STU1030,53.59,65.62,70.29,16.58,5.28,22,62.3,77.12,15,75.58,80.81,Medium Risk
STU1031,67.37,20.21,45.28,3.09,7.95,13,66.22,43.89,12,100.0,57.96,High Risk
STU1032,41.97,53.15,95.09,9.74,7.04,25,42.4,28.4,15,100.0,37.42,High Risk
STU1033,79.19,73.16,84.62,18.01,9.96,3,58.66,77.25,11,53.94,73.35,Low Risk
STU1034,83.65,47.32,80.77,6.14,3.28,29,82.2,100.0,0,17.0,29.72,Medium Risk
STU1035,63.3,66.06,84.31,26.84,7.88,11,100.0,43.09,12,81.1,80.69,Low Risk
STU1036,100.0,73.04,100.0,23.79,9.58,10,73.8,91.89,12,72.1,74.82,Low Risk
STU1037,49.94,58.83,100.0,1.43,8.13,18,95.98,65.96,13,91.34,82.8,Medium Risk
STU1038,45.64,68.07,56.27,6.54,13.39,24,41.15,35.61,7,74.27,51.84,High Risk
STU1039,76.04,47.67,100.0,1.0,11.1,21,70.44,40.11,2,69.29,45.08,Medium Risk
STU1040,90.85,61.28,77.66,7.74,7.97,12,84.45,65.35,16,92.84,56.68,Low Risk
STU1041,100.0,75.98,79.98,20.13,8.87,14,35.28,56.1,9,95.91,53.31,Low Risk
STU1042,63.74,67.83,36.15,10.69,9.18,8,44.32,36.12,13,37.5,41.95,High Risk
STU1043,91.42,54.44,66.59,17.69,9.61,17,93.23,27.73,9,50.03,43.93,Medium Risk
STU1044,71.31,69.04,53.74,1.82,0.7,30,33.55,46.37,11,65.68,47.67,High Risk
STU1045,68.89,77.86,86.56,20.38,6.79,19,25.5,69.26,8,70.17,31.6,Low Risk
STU1046,87.91,28.1,91.42,9.56,2.06,28,88.62,64.86,4,63.03,68.56,Medium Risk
STU1047,83.74,85.86,28.51,14.1,13.11,34,81.33,53.97,15,77.55,53.95,Low Risk
STU1048,43.62,58.95,69.56,13.26,7.76,14,64.51,69.44,7,89.91,48.83,High Risk
STU1049,98.58,72.66,92.44,3.83,7.23,18,53.99,87.88,13,100.0,32.79,Low Risk
STU1050,96.84,86.55,66.27,4.78,11.59,41,45.35,73.67,15,80.74,31.79,Low Risk
STU1051,60.74,40.31,84.58,21.74,9.69,34,61.2,62.33,7,49.25,93.72,Medium Risk
STU1052,79.12,52.23,77.02,17.19,3.49,3,89.76,85.42,2,64.76,42.45,Medium Risk
STU1053,80.89,59.81,76.83,22.4,7.72,23,60.25,43.88,31,66.34,67.21,Low Risk
STU1054,76.69,50.89,64.57,16.6,6.66,20,100.0,60.05,7,79.32,58.25,Medium Risk
STU1055,62.09,96.23,45.67,15.14,1.02,28,35.25,60.58,16,76.54,0.0,Medium Risk
STU1056,59.91,49.58,47.57,1.0,5.24,12,54.57,37.79,27,100.0,90.85,High Risk
STU1057,71.54,55.0,84.19,11.84,7.27,11,46.79,55.76,18,57.85,68.68,Medium Risk
STU1058,93.11,68.68,70.39,13.78,7.54,13,31.13,19.35,9,76.46,39.65,Medium Risk
STU1059,81.78,43.36,67.23,29.62,2.07,14,51.63,100.0,11,100.0,54.43,Low Risk
STU1060,65.33,57.88,61.52,19.5,12.61,28,64.18,44.38,5,55.13,32.02,High Risk
STU1061,85.89,70.71,63.9,26.29,7.59,8,66.53,99.89,19,71.19,91.52,Low Risk
STU1062,20.73,59.01,90.94,18.78,8.15,13,100.0,65.84,16,47.21,36.85,High Risk
STU1063,92.68,63.32,63.3,8.31,9.6,2,65.22,77.43,7,69.81,44.54,Medium Risk
STU1064,40.69,55.47,43.18,14.94,4.85,30,80.3,54.25,3,50.84,40.41,High Risk
STU1065,65.48,37.74,84.87,15.89,9.83,32,56.45,69.57,1,91.03,56.61,Medium Risk
STU1066,51.85,70.79,65.9,6.49,6.53,16,91.92,79.31,19,71.24,82.41,Medium Risk
STU1067,48.7,96.59,70.63,10.92,4.41,17,100.0,79.62,12,47.42,90.79,Medium Risk
STU1068,92.89,65.33,100.0,12.35,10.29,24,66.68,82.05,13,86.49,47.02,Low Risk
STU1069,63.58,69.05,69.59,26.84,13.97,34,33.16,56.9,5,71.95,62.57,Medium Risk
STU1070,78.24,77.47,75.78,1.0,10.9,24,42.93,54.43,0,88.96,56.64,Medium Risk
STU1071,71.16,42.15,46.42,23.65,11.69,13,61.2,29.93,19,42.75,35.37,High Risk
STU1072,80.59,95.65,65.61,6.51,5.92,3,65.04,76.51,12,76.11,100.0,Low Risk
STU1073,73.38,68.64,82.19,3.02,1.61,8,70.37,88.81,19,85.01,82.26,Low Risk
STU1074,48.91,94.37,38.89,23.44,13.96,20,65.12,100.0,8,58.69,58.78,Medium Risk
STU1075,89.93,51.81,74.02,19.86,16.22,13,55.15,71.71,10,40.3,86.64,Medium Risk
STU1076,63.11,97.73,72.02,24.04,14.17,21,41.0,48.14,17,67.08,79.24,Low Risk
STU1077,43.98,78.95,70.83,20.41,6.66,14,63.83,27.66,17,95.02,56.64,Medium Risk
STU1078,64.29,74.95,90.74,30.48,3.38,9,95.81,87.92,18,92.77,61.52,Low Risk
STU1079,99.01,69.21,76.69,18.47,3.74,8,77.44,25.48,9,58.57,85.24,Low Risk
STU1080,87.3,60.53,99.56,12.75,1.27,35,66.76,57.51,16,39.77,36.08,Low Risk
STU1081,65.72,86.61,50.13,16.74,7.57,28,77.65,60.07,20,58.51,88.47,Medium Risk
STU1082,65.71,67.53,72.72,23.95,14.42,37,46.84,63.47,11,57.69,50.5,Low Risk
STU1083,66.21,29.59,71.69,7.76,7.43,25,43.82,65.79,7,77.82,85.49,High Risk
STU1084,100.0,44.89,48.61,8.78,9.21,15,38.55,68.04,22,65.69,54.9,Medium Risk
STU1085,78.87,61.65,89.13,11.53,13.5,33,52.24,11.86,6,51.43,61.75,Medium Risk
STU1086,79.74,70.58,100.0,1.0,6.38,19,45.72,65.32,17,92.29,54.31,Low Risk
STU1087,90.55,63.98,69.66,15.1,16.14,22,81.58,15.95,11,71.09,44.36,Low Risk
STU1088,76.3,86.94,80.1,1.0,15.97,19,44.54,81.11,0,77.58,49.6,Low Risk
